NLEYAHC,83,8836,47,RICH,CHOOSY
UYVRROP,67,6036,82,ATTRACTIVE,CHOOSY
DBIWINO,6,6307,73,ATTRACTIVE,CHOOSY
PRROCEL,61,3428,11,INTELLIGENT,NORMAL
MHLHUXE,40,5589,40,INTELLIGENT,NORMAL
GLXDTKC,23,2346,79,RICH,NORMAL
ICXSVWH,73,9231,90,RICH,DESPERATE
MVRMMEK,37,2963,22,RICH,NORMAL
CKHYIML,67,9064,97,ATTRACTIVE,CHOOSY
TJBOWEY,39,9998,37,ATTRACTIVE,CHOOSY
IOLPAOA,37,3289,83,ATTRACTIVE,DESPERATE
HFRNPXE,17,2960,73,INTELLIGENT,CHOOSY
XRYFCQI,78,2685,100,INTELLIGENT,DESPERATE
ANNPEOY,19,6923,83,RICH,CHOOSY
OXVHIBF,66,7505,25,RICH,DESPERATE
DLRVMHV,45,2486,5,RICH,DESPERATE
KTCIGRI,30,8565,49,ATTRACTIVE,NORMAL
DMSUOMJ,78,3337,17,INTELLIGENT,NORMAL
HRIMTND,47,7210,14,ATTRACTIVE,DESPERATE
JCUPYJK,48,8446,80,RICH,CHOOSY
XMTYMBV,50,6868,20,ATTRACTIVE,DESPERATE
JGMQFPF,65,8337,90,INTELLIGENT,DESPERATE
RFOFTYU,3,5558,63,ATTRACTIVE,NORMAL
CBKKPSE,69,8385,59,ATTRACTIVE,NORMAL
UDMNRXY,73,3385,75,ATTRACTIVE,DESPERATE
NEIVJER,53,3022,78,ATTRACTIVE,DESPERATE
RPGGVDR,11,3301,82,INTELLIGENT,NORMAL
QLEXVPM,17,8442,47,INTELLIGENT,DESPERATE
ATYVOTW,24,9830,32,ATTRACTIVE,NORMAL
CFOIHFU,16,9225,17,RICH,NORMAL
RIVVOEP,30,5194,28,ATTRACTIVE,CHOOSY
OWNAUTJ,94,3329,15,ATTRACTIVE,NORMAL
LHVSPAJ,4,5246,16,INTELLIGENT,DESPERATE
EHUSEQD,96,9259,90,RICH,DESPERATE
WKXKNTW,67,7509,68,RICH,DESPERATE
QWANGHH,41,9680,31,ATTRACTIVE,CHOOSY
XKDRMIJ,3,6593,8,RICH,CHOOSY
ISGKTWU,84,9918,64,RICH,DESPERATE
GEJAUWN,9,7000,37,INTELLIGENT,NORMAL
PTVSLOS,76,9217,82,RICH,CHOOSY
CGWLECI,3,2897,95,INTELLIGENT,NORMAL
YSCIEYG,57,9835,19,RICH,NORMAL
GSMKURV,37,9733,95,ATTRACTIVE,DESPERATE
ASWXJOR,95,2189,4,ATTRACTIVE,CHOOSY
AXTLMOP,76,5295,72,INTELLIGENT,NORMAL
GCSBSJE,10,5756,78,RICH,CHOOSY
EBAWOGG,54,7341,69,INTELLIGENT,DESPERATE
YINNTTT,57,4558,60,ATTRACTIVE,CHOOSY
KHOKSHP,42,6718,28,INTELLIGENT,DESPERATE
LKJTYOJ,10,4634,61,ATTRACTIVE,CHOOSY
